Process Name	Seconds(ms)	CPU(%)	Memory(MB)
GeneticCars	32219000	0.3810089	245.22
GeneticCars	32220000	2.410712	245.22
GeneticCars	32221000	3.170402	245.22
GeneticCars	32222000	0.7627679	245.22
GeneticCars	32223000	1.015041	245.22
GeneticCars	32224000	1.903202	245.22
GeneticCars	32225000	0.3814	245.22
GeneticCars	32226000	0.6349576	245.22
GeneticCars	32227000	0.7620237	245.22
GeneticCars	32228000	1.016031	245.22
GeneticCars	32229000	0.5075207	245.22
GeneticCars	32230000	1.016039	245.22
GeneticCars	32231000	1.14415	245.22
GeneticCars	32232000	1.778056	245.22
GeneticCars	32233000	1.394998	245.22
GeneticCars	32234000	0.5078061	245.22
GeneticCars	32235000	2.159067	245.22
GeneticCars	32236000	0.5085105	245.22
GeneticCars	32237000	1.142096	245.22
GeneticCars	32238000	0.7605355	245.22
GeneticCars	32239000	2.410647	245.22
GeneticCars	32240000	1.652665	245.22
GeneticCars	32241000	0.8880599	245.22
GeneticCars	32242000	1.905746	245.22
GeneticCars	32243000	1.015711	245.22
GeneticCars	32244000	1.524239	245.22
GeneticCars	32245000	1.271279	245.22
GeneticCars	32246000	1.143044	245.22
GeneticCars	32247000	0.7617236	245.22
GeneticCars	32248000	0.8898959	245.22
GeneticCars	32249000	1.269424	245.22
GeneticCars	32250000	0.3811963	245.22
GeneticCars	32251000	0.5070231	245.22
GeneticCars	32252000	0.8872612	245.22
GeneticCars	32253000	0.6346927	245.22
GeneticCars	32254000	1.142075	245.22
GeneticCars	32255000	1.015118	245.22
GeneticCars	32256000	2.033092	245.22
GeneticCars	32257000	1.777053	245.22
GeneticCars	32258000	0.5085092	245.22
GeneticCars	32259000	1.644628	245.22
GeneticCars	32260000	0.7601867	245.22
GeneticCars	32261000	0.1266882	245.22
GeneticCars	32262000	2.15907	245.22
GeneticCars	32263000	0.6350195	245.22
GeneticCars	32264000	1.526269	245.22
GeneticCars	32265000	0.6350192	245.22
GeneticCars	32266000	0.3815913	245.22
GeneticCars	32267000	0.6350192	245.22
GeneticCars	32268000	0.3815556	245.22
GeneticCars	32269000	0.5080158	245.22
GeneticCars	32270000	0.3811948	245.22
GeneticCars	32271000	0.12703	245.22
GeneticCars	32272000	0.8899933	245.22
GeneticCars	32273000	0.8898959	245.22
GeneticCars	32274000	2.032063	245.22
GeneticCars	32275000	1.015363	245.22
GeneticCars	32276000	2.161474	245.22
GeneticCars	32277000	2.666479	245.22
GeneticCars	32278000	0.2543119	245.22
GeneticCars	32279000	2.413064	245.22
GeneticCars	32280000	0.762023	245.22
GeneticCars	32281000	1.904344	245.22
GeneticCars	32282000	1.015045	245.22
GeneticCars	32283000	0.1270038	245.22
GeneticCars	32284000	0.5075213	245.22
GeneticCars	32285000	1.140809	245.22
GeneticCars	32286000	2.284494	245.22
GeneticCars	32287000	2.41478	245.22
GeneticCars	32288000	1.653194	245.22
GeneticCars	32289000	1.016625	245.22
GeneticCars	32290000	0.6354975	245.22
GeneticCars	32291000	1.01553	245.22
GeneticCars	32292000	1.648771	245.22
GeneticCars	32293000	0.5079678	245.22
GeneticCars	32294000	0.2540881	245.22
GeneticCars	32295000	1.013067	245.22
GeneticCars	32296000	2.288303	245.22
GeneticCars	32297000	0.5081567	245.22
GeneticCars	32298000	3.434125	245.22
GeneticCars	32299000	1.262119	245.22
GeneticCars	32300000	1.014048	245.22
GeneticCars	32301000	1.143586	245.22
GeneticCars	32302000	0.8890243	245.22
GeneticCars	32303000	1.643736	245.22
GeneticCars	32304000	0.8881572	245.22
GeneticCars	32305000	0.3807648	245.22
GeneticCars	32306000	1.90692	245.22
GeneticCars	32307000	1.397044	245.21
GeneticCars	32308000	0.6354256	245.21
GeneticCars	32309000	0.8890285	245.21
GeneticCars	32310000	0.7627678	245.21
GeneticCars	32311000	0.3810104	245.21
GeneticCars	32312000	1.14415	245.21
GeneticCars	32313000	0.1270037	245.21
GeneticCars	32314000	1.143037	245.21
GeneticCars	32315000	2.159067	245.21
GeneticCars	32316000	1.017014	245.21
GeneticCars	32317000	0.508512	245.21
GeneticCars	32318000	0.254382	245.21
GeneticCars	32319000	2.286022	245.21
GeneticCars	32320000	1.651052	245.21
GeneticCars	32321000	2.15858	245.21
GeneticCars	32322000	0.5080146	245.21
GeneticCars	32323000	1.903199	245.21
GeneticCars	32324000	1.778057	245.21
GeneticCars	32325000	0.6343971	245.21
GeneticCars	32326000	1.01603	245.21
GeneticCars	32327000	0.254008	245.21
GeneticCars	32328000	1.907843	245.21
GeneticCars	32329000	0.6352616	245.21
GeneticCars	32330000	0.2532653	245.21
GeneticCars	32331000	1.904122	245.21
GeneticCars	32332000	0.8898912	245.21
GeneticCars	32333000	0.6348587	245.21
GeneticCars	32334000	1.272537	245.21
GeneticCars	32335000	1.016958	245.21
GeneticCars	32336000	2.161175	245.21
GeneticCars	32337000	0.8898942	245.21
GeneticCars	32338000	0.633472	245.21
GeneticCars	32339000	0.6349407	245.21
GeneticCars	32340000	0.7627683	245.21
GeneticCars	32341000	1.525536	245.21
GeneticCars	32342000	1.144372	245.21
GeneticCars	32343000	1.904135	245.21
GeneticCars	32344000	1.525536	245.21
GeneticCars	32345000	0.2540684	245.21
GeneticCars	32346000	0.6352409	245.21
GeneticCars	32347000	0.8881611	245.21
GeneticCars	32348000	0.8890262	245.21
GeneticCars	32349000	1.143036	245.21
GeneticCars	32350000	0.3813829	245.21
GeneticCars	32351000	0.2541467	245.21
GeneticCars	32352000	2.161666	245.21
GeneticCars	32353000	0.3808246	245.21
GeneticCars	32354000	0.3815672	245.21
GeneticCars	32355000	2.668842	245.21
GeneticCars	32356000	0.7627675	245.21
GeneticCars	32357000	1.779792	245.21
GeneticCars	32358000	1.017021	245.21
GeneticCars	32359000	1.651188	245.21
GeneticCars	32360000	0.5090093	245.21
GeneticCars	32361000	0.5080158	245.21
GeneticCars	32362000	2.036036	245.21
GeneticCars	32363000	0.8902745	245.21
GeneticCars	32364000	0.8897106	245.21
GeneticCars	32365000	0.3806406	245.21
GeneticCars	32366000	1.017015	245.21
GeneticCars	32367000	0.6356399	245.21
GeneticCars	32368000	2.796802	245.21
GeneticCars	32369000	1.523376	245.21
GeneticCars	32370000	1.522634	245.21
GeneticCars	32371000	0.1266334	245.21
GeneticCars	32372000	0.126949	245.21
GeneticCars	32373000	1.778438	245.21
GeneticCars	32374000	0.7630702	245.21
GeneticCars	32375000	1.142704	245.21
GeneticCars	32376000	0.3809973	245.21
GeneticCars	32377000	0.5087534	245.21
GeneticCars	32378000	0.1271273	245.21
GeneticCars	32379000	1.77802	245.21
GeneticCars	32380000	0.6356609	245.21
GeneticCars	32381000	2.413077	245.21
GeneticCars	32382000	0.7627677	245.21
GeneticCars	32383000	1.397043	245.21
GeneticCars	32384000	2.796804	245.21
GeneticCars	32385000	0	245.21
GeneticCars	32386000	1.270025	245.21
GeneticCars	32387000	2.032063	245.21
GeneticCars	32388000	0.5085114	245.21
GeneticCars	32389000	1.906699	245.21
GeneticCars	32390000	1.519956	245.21
GeneticCars	32391000	2.282951	245.21
GeneticCars	32392000	1.779791	245.21
GeneticCars	32393000	2.159059	245.21
GeneticCars	32394000	2.034001	245.21
GeneticCars	32395000	0.8892703	245.21
GeneticCars	32396000	1.524042	245.21
GeneticCars	32397000	1.651062	245.21
GeneticCars	32398000	1.781531	245.21
GeneticCars	32399000	0.5079007	245.21
GeneticCars	32400000	2.031812	245.21
GeneticCars	32401000	0.5082611	245.21
GeneticCars	32402000	0.2545172	245.21
GeneticCars	32403000	1.398558	245.21
GeneticCars	32404000	0.2542548	245.21
GeneticCars	32405000	2.03428	245.21
GeneticCars	32406000	1.780401	245.21
GeneticCars	32407000	0.3813838	245.21
GeneticCars	32408000	0.3811878	245.21
GeneticCars	32409000	0.508491	245.21
GeneticCars	32410000	0.2544252	245.21
GeneticCars	32411000	0.8875835	245.21
GeneticCars	32412000	1.778055	245.21
GeneticCars	32413000	1.396269	245.21
GeneticCars	32414000	1.773113	245.21
GeneticCars	32415000	1.643755	245.21
GeneticCars	32416000	0.1271346	245.21
GeneticCars	32417000	0.762768	245.21
GeneticCars	32418000	1.397039	245.21
GeneticCars	32419000	1.143241	245.21
GeneticCars	32420000	0.1270699	245.21
GeneticCars	32421000	1.271379	245.21
GeneticCars	32422000	0.7612775	245.21
GeneticCars	32423000	1.27128	245.21
GeneticCars	32424000	2.163287	245.21
GeneticCars	32425000	0.5081034	245.21
GeneticCars	32426000	0.2542545	245.21
GeneticCars	32427000	1.143952	245.21
GeneticCars	32428000	1.397043	245.21
GeneticCars	32429000	0.7623833	245.21
GeneticCars	32430000	0.3814459	245.21
GeneticCars	32431000	0.8900132	245.21
GeneticCars	32432000	0.3814824	245.21
GeneticCars	32433000	0.7627631	245.21
GeneticCars	32434000	0.2543638	245.21
GeneticCars	32435000	1.52553	245.21
GeneticCars	32436000	1.271546	245.21
GeneticCars	32437000	2.415431	245.21
GeneticCars	32438000	0.3812838	245.21
GeneticCars	32439000	2.028107	245.21
GeneticCars	32440000	2.913973	245.21
GeneticCars	32441000	2.284307	245.21
GeneticCars	32442000	1.144512	245.21
GeneticCars	32443000	2.288294	245.2
GeneticCars	32444000	0.8898935	245.2
GeneticCars	32445000	1.779724	245.2
GeneticCars	32446000	2.035172	245.2
GeneticCars	32447000	0.7623928	245.2
GeneticCars	32448000	1.14527	245.2
GeneticCars	32449000	1.27063	245.2
GeneticCars	32450000	0.8892877	245.2
GeneticCars	32451000	0.7620187	245.2
GeneticCars	32452000	1.016599	245.2
GeneticCars	32453000	0.8895424	245.2
GeneticCars	32454000	0.3813078	245.2
GeneticCars	32455000	1.398392	245.2
GeneticCars	32456000	0.3813839	245.2
GeneticCars	32457000	1.648699	245.2
GeneticCars	32458000	1.527026	245.2
GeneticCars	32459000	1.904112	245.2
GeneticCars	32460000	0.6331666	245.2
GeneticCars	32461000	0.5067821	245.2
GeneticCars	32462000	1.52537	245.2
GeneticCars	32463000	0.381384	245.2
GeneticCars	32464000	2.286073	245.2
GeneticCars	32465000	0.6350194	245.2
GeneticCars	32466000	1.144271	245.2
GeneticCars	32467000	0.1271275	245.2
GeneticCars	32468000	2.16286	245.2
GeneticCars	32469000	0.5080751	245.2
GeneticCars	32470000	1.270062	245.2
GeneticCars	32471000	0.5085122	245.2
GeneticCars	32472000	1.90692	245.2
GeneticCars	32473000	1.271055	245.2
GeneticCars	32474000	0.5089161	245.2
GeneticCars	32475000	0.3810817	245.2
GeneticCars	32476000	1.398391	245.2
GeneticCars	32477000	0.8868065	245.2
GeneticCars	32478000	1.270842	245.2
GeneticCars	32479000	1.017023	245.2
GeneticCars	32480000	0.6350377	245.2
GeneticCars	32481000	1.525562	245.2
GeneticCars	32482000	1.270039	245.2
GeneticCars	32483000	1.013063	245.2
GeneticCars	32484000	0.1269663	245.2
GeneticCars	32485000	2.79409	245.2
GeneticCars	32486000	0.7620177	245.2
GeneticCars	32487000	1.271329	245.2
GeneticCars	32488000	1.016183	245.2
GeneticCars	32489000	0.635011	245.2
GeneticCars	32490000	1.906909	245.2
GeneticCars	32491000	0.5072366	245.2
GeneticCars	32492000	1.398408	245.2
GeneticCars	32493000	1.016031	245.2
GeneticCars	32494000	1.905943	245.2
GeneticCars	32495000	0.5078644	245.2
GeneticCars	32496000	0.7626502	245.2
GeneticCars	32497000	2.032829	245.2
GeneticCars	32498000	0.3816855	245.2
GeneticCars	32499000	1.016031	245.2
GeneticCars	32500000	0.381195	245.2
GeneticCars	32501000	2.286072	245.2
GeneticCars	32502000	1.272523	245.2
GeneticCars	32503000	0.6350185	245.18
GeneticCars	32504000	3.051071	245.18
GeneticCars	32505000	1.3963	245.18
GeneticCars	32506000	1.144153	245.18
GeneticCars	32507000	0.635157	245.18
GeneticCars	32508000	1.396288	245.18
GeneticCars	32509000	3.556111	245.2
GeneticCars	32510000	0.5080362	245.2
GeneticCars	32511000	0.6353918	245.2
GeneticCars	32512000	1.017227	245.2
GeneticCars	32513000	1.780403	245.2
GeneticCars	32514000	0.3810116	245.2
GeneticCars	32515000	1.527027	245.2
GeneticCars	32516000	2.545046	245.2
GeneticCars	32517000	1.144045	245.2
GeneticCars	32518000	2.544148	245.2
GeneticCars	32519000	1.526235	245.2
GeneticCars	32520000	0.635838	245.2
GeneticCars	32521000	0.6356402	245.2
GeneticCars	32522000	1.398211	245.2
GeneticCars	32523000	0.5079134	245.2
GeneticCars	32524000	0.127128	245.2
GeneticCars	32525000	1.652662	245.2
GeneticCars	32526000	0.8898965	245.2
GeneticCars	32527000	0.3813829	245.2
GeneticCars	32528000	1.524909	245.2
GeneticCars	32529000	0.1272383	245.2
GeneticCars	32530000	0.6369565	245.2
GeneticCars	32531000	1.397043	245.2
GeneticCars	32532000	0.8868602	245.2
GeneticCars	32533000	0.3811954	245.2
GeneticCars	32534000	1.778005	245.2
GeneticCars	32535000	1.014484	245.2
GeneticCars	32536000	3.175086	245.2
GeneticCars	32537000	2.161176	245.2
GeneticCars	32538000	0.6362613	245.2
GeneticCars	32539000	0.2540075	245.2
GeneticCars	32540000	0.8869679	245.2
GeneticCars	32541000	2.413809	245.2
GeneticCars	32542000	2.287693	245.2
GeneticCars	32543000	1.525272	245.2
GeneticCars	32544000	0.7635136	245.2
GeneticCars	32545000	0.8890278	245.2
GeneticCars	32546000	1.398407	245.2
GeneticCars	32547000	1.525909	245.2
GeneticCars	32548000	0.6353192	245.2
GeneticCars	32549000	2.161177	245.2
GeneticCars	32550000	0.7639442	245.2
GeneticCars	32551000	1.906246	245.2
GeneticCars	32552000	0.8907657	245.2
GeneticCars	32553000	1.90731	245.2
GeneticCars	32554000	1.01754	245.2
GeneticCars	32555000	2.034048	245.2
GeneticCars	32556000	1.397701	245.2
GeneticCars	32557000	0.8877163	245.2
GeneticCars	32558000	0.7615428	245.2
GeneticCars	32559000	1.398408	245.2
GeneticCars	32560000	2.033921	245.2
GeneticCars	32561000	1.778055	245.2
GeneticCars	32562000	0.63589	245.2
GeneticCars	32563000	1.268386	245.2
GeneticCars	32564000	0.5085119	245.2
GeneticCars	32565000	1.907786	245.2
GeneticCars	32566000	2.540427	245.2
GeneticCars	32567000	1.27065	245.2
GeneticCars	32568000	1.144152	245.2
GeneticCars	32569000	0.2540965	245.2
GeneticCars	32570000	0.5085119	245.2
GeneticCars	32571000	1.016724	245.2
GeneticCars	32572000	0.6356378	245.2
GeneticCars	32573000	0.3810118	245.2
GeneticCars	32574000	0.8894096	245.2
GeneticCars	32575000	0.6350203	245.2
GeneticCars	32576000	2.035119	245.2
GeneticCars	32577000	1.651494	245.2
GeneticCars	32578000	1.017223	245.2
GeneticCars	32579000	1.778898	245.2
GeneticCars	32580000	0.7627726	245.2
GeneticCars	32581000	1.651038	245.2
GeneticCars	32582000	0.7620705	245.2
GeneticCars	32583000	0.6349595	245.2
GeneticCars	32584000	0.6350202	245.2
GeneticCars	32585000	0.2540006	245.2
GeneticCars	32586000	0.889897	245.2
GeneticCars	32587000	1.651051	245.2
GeneticCars	32588000	0.7630074	245.2
GeneticCars	32589000	0.6356373	245.2
GeneticCars	32590000	0.762768	245.2
GeneticCars	32591000	1.779332	245.2
GeneticCars	32592000	1.14582	245.2
GeneticCars	32593000	0.5086097	245.2
GeneticCars	32594000	0.3817568	245.2
GeneticCars	32595000	0.6356397	245.2
GeneticCars	32596000	1.14527	245.2
GeneticCars	32597000	0.6356445	245.2
GeneticCars	32598000	2.668278	245.2
GeneticCars	32599000	0.254256	245.2
GeneticCars	32600000	1.52537	245.2
GeneticCars	32601000	1.269837	245.2
GeneticCars	32602000	1.017053	245.2
GeneticCars	32603000	0.8886438	245.2
GeneticCars	32604000	2.158419	245.2
GeneticCars	32605000	0.8884222	245.2
GeneticCars	32606000	3.172177	245.2
GeneticCars	32607000	0.3811882	245.2
GeneticCars	32608000	2.030083	245.2
GeneticCars	32609000	0.5088057	245.2
GeneticCars	32610000	0.2542559	245.2
GeneticCars	32611000	1.525534	245.2
GeneticCars	32612000	0.6335258	245.2
GeneticCars	32613000	1.015036	245.2
GeneticCars	32614000	1.651631	245.2
GeneticCars	32615000	1.525564	245.2
GeneticCars	32616000	0.3813914	245.2
GeneticCars	32617000	1.905877	245.2
GeneticCars	32618000	0.127069	245.2
GeneticCars	32619000	1.397333	245.2
GeneticCars	32620000	1.271588	245.2
GeneticCars	32621000	1.141712	245.2
GeneticCars	32622000	2.793525	245.2
GeneticCars	32623000	2.032492	245.2
GeneticCars	32624000	0.5080157	245.2
GeneticCars	32625000	1.017413	245.2
GeneticCars	32626000	0.6355453	245.2
GeneticCars	32627000	0.381384	245.2
GeneticCars	32628000	0.634928	245.2
GeneticCars	32629000	1.270163	245.2
GeneticCars	32630000	0.6356404	245.2
GeneticCars	32631000	2.03404	245.2
GeneticCars	32632000	0.7635053	245.2
GeneticCars	32633000	0.7614453	245.2
GeneticCars	32634000	0.6362713	245.2
GeneticCars	32635000	0.8890274	245.2
GeneticCars	32636000	0.7605398	245.2
GeneticCars	32637000	2.034065	245.2
GeneticCars	32638000	0.3815155	245.2
GeneticCars	32639000	0.6356398	245.2
GeneticCars	32640000	0.7620237	245.2
GeneticCars	32641000	2.414218	245.2
GeneticCars	32642000	1.779454	245.2
GeneticCars	32643000	1.270052	245.2
GeneticCars	32644000	0.2537599	245.2
GeneticCars	32645000	1.270038	245.2
GeneticCars	32646000	1.271289	245.2
GeneticCars	32647000	0.1270292	245.2
GeneticCars	32648000	1.144701	245.2
GeneticCars	32649000	0.1271279	245.2
GeneticCars	32650000	1.399775	245.2
GeneticCars	32651000	0.1271862	245.2
GeneticCars	32652000	0.5087438	245.2
GeneticCars	32653000	0.6350188	245.2
GeneticCars	32654000	0.7620242	245.2
GeneticCars	32655000	0.7618415	245.2
GeneticCars	32656000	4.191307	245.2
GeneticCars	32657000	2.285805	245.2
GeneticCars	32658000	1.904826	245.2
GeneticCars	32659000	0.6354508	245.2
GeneticCars	32660000	0.2541166	245.2
GeneticCars	32661000	2.161175	245.2
GeneticCars	32662000	1.015497	245.2
GeneticCars	32663000	0.5082719	245.2
GeneticCars	32664000	1.399776	245.2
GeneticCars	32665000	1.399775	245.2
GeneticCars	32666000	0.509009	245.2
GeneticCars	32667000	1.017024	245.2
GeneticCars	32668000	1.781532	245.2
GeneticCars	32669000	0.7627664	245.2
GeneticCars	32670000	0.763124	245.2
GeneticCars	32671000	0.7620227	245.2
GeneticCars	32672000	0.8907592	245.2
GeneticCars	32673000	1.144	245.2
GeneticCars	32674000	0.7638937	245.2
GeneticCars	32675000	1.016031	245.2
GeneticCars	32676000	0.762768	245.2
GeneticCars	32677000	0.254256	245.2
GeneticCars	32678000	0.8903957	245.2
GeneticCars	32679000	1.26649	245.2
GeneticCars	32680000	0.7636818	245.2
GeneticCars	32681000	0.3810836	245.2
GeneticCars	32682000	0.6350198	245.2
GeneticCars	32683000	1.143036	245.2
GeneticCars	32684000	1.144152	245.2
GeneticCars	32685000	0.889895	245.2
GeneticCars	32686000	0.3816448	245.2
GeneticCars	32687000	1.652695	245.2
GeneticCars	32688000	0.5095071	245.2
GeneticCars	32689000	2.417019	245.2
GeneticCars	32690000	3.177526	245.2
GeneticCars	32691000	0.7626416	245.2
GeneticCars	32692000	0	245.2
GeneticCars	32693000	0.2542559	245.2
GeneticCars	32694000	0.2540079	245.2
GeneticCars	32695000	0.3813836	245.2
GeneticCars	32696000	1.399029	245.2
GeneticCars	32697000	1.017503	245.2
GeneticCars	32698000	1.017388	245.2
GeneticCars	32699000	2.415073	245.2
GeneticCars	32700000	2.796818	245.2
GeneticCars	32701000	0.6353023	245.2
GeneticCars	32702000	1.397481	245.2
GeneticCars	32703000	0.8864267	245.2
GeneticCars	32704000	0.6346944	245.2
GeneticCars	32705000	0.63564	245.2
GeneticCars	32706000	2.669686	245.2
GeneticCars	32707000	2.033925	245.2
GeneticCars	32708000	2.793736	245.2
GeneticCars	32709000	1.779308	245.2
GeneticCars	32710000	0.7632728	245.2
GeneticCars	32711000	2.032063	245.2
GeneticCars	32712000	0.5090092	245.2
GeneticCars	32713000	0.8907401	245.2
GeneticCars	32714000	0.2542553	245.2
GeneticCars	32715000	1.652664	245.2
GeneticCars	32716000	1.017024	245.2
GeneticCars	32717000	0.3815652	245.2
GeneticCars	32718000	0.5082451	245.2
GeneticCars	32719000	0.3813842	245.2
GeneticCars	32720000	0.8907658	245.2
GeneticCars	32721000	0.8898957	245.2
GeneticCars	32722000	0.3817562	245.2
GeneticCars	32723000	0.88989	245.2
GeneticCars	32724000	2.41392	245.2
GeneticCars	32725000	0.1271574	245.2
GeneticCars	32726000	0	245.2
GeneticCars	32727000	1.017012	245.2
GeneticCars	32728000	2.160027	245.2
GeneticCars	32729000	1.141922	245.2
GeneticCars	32730000	0.763014	245.2
GeneticCars	32731000	1.016013	245.2
GeneticCars	32732000	1.774593	245.2
GeneticCars	32733000	1.017024	245.2
GeneticCars	32734000	0.5085119	245.2
GeneticCars	32735000	1.778025	245.2
GeneticCars	32736000	0.3812593	245.2
GeneticCars	32737000	2.540079	245.2
GeneticCars	32738000	1.146391	245.2
GeneticCars	32739000	0.5083866	245.2
GeneticCars	32740000	0.254256	245.2
GeneticCars	32741000	0.3813835	245.2
GeneticCars	32742000	1.526169	245.2
GeneticCars	32743000	1.522998	245.2
GeneticCars	32744000	2.796729	245.2
GeneticCars	32745000	2.408396	245.2
GeneticCars	32746000	0.254553	245.2
GeneticCars	32747000	1.016805	245.2
GeneticCars	32748000	0.1272523	245.2
GeneticCars	32749000	0.3813839	245.2
GeneticCars	32750000	1.271277	245.2
GeneticCars	32751000	0.5070259	245.2
GeneticCars	32752000	0.6350206	245.2
GeneticCars	32753000	0.6363855	245.2
GeneticCars	32754000	0.6356391	245.2
GeneticCars	32755000	0.1270555	245.2
GeneticCars	32756000	0.254445	245.2
GeneticCars	32757000	0.1270913	245.2
GeneticCars	32758000	2.795188	245.2
GeneticCars	32759000	0.5085087	245.2
GeneticCars	32760000	0.889896	245.2
GeneticCars	32761000	0.2542559	245.2
GeneticCars	32762000	0.7627142	245.2
GeneticCars	32763000	2.415421	245.2
GeneticCars	32764000	1.777176	245.2
GeneticCars	32765000	1.524044	245.18
GeneticCars	32766000	0.7628706	245.18
GeneticCars	32767000	0.889282	245.18
GeneticCars	32768000	0.6356384	245.18
GeneticCars	32769000	0.5085115	245.18
GeneticCars	32770000	1.018005	245.18
GeneticCars	32771000	2.291312	245.18
GeneticCars	32772000	0.8898962	245.18
GeneticCars	32773000	1.525564	245.2
GeneticCars	32774000	0.8911746	245.2
GeneticCars	32775000	1.27132	245.2
GeneticCars	32776000	1.017024	245.2
GeneticCars	32777000	0.7616472	245.2
GeneticCars	32778000	1.142431	245.2
GeneticCars	32779000	1.77784	245.2
GeneticCars	32780000	0.1270722	245.2
GeneticCars	32781000	0.5080155	245.2
GeneticCars	32782000	1.399775	245.2
GeneticCars	32783000	0.1271885	245.2
GeneticCars	32784000	1.272059	245.2
GeneticCars	32785000	1.016032	245.2
GeneticCars	32786000	2.286123	245.2
GeneticCars	32787000	0.3811384	245.2
GeneticCars	32788000	1.144152	245.2
GeneticCars	32789000	0.2543773	245.2
GeneticCars	32790000	1.144719	245.2
GeneticCars	32791000	1.906918	245.2
GeneticCars	32792000	0.8898965	245.2
GeneticCars	32793000	0.7622477	245.2
GeneticCars	32794000	0.7635022	245.2
GeneticCars	32795000	0.2545026	245.2
GeneticCars	32796000	0.7635108	245.2
GeneticCars	32797000	0.5085095	245.2
GeneticCars	32798000	0.3815646	245.2
GeneticCars	32799000	1.271253	245.2
GeneticCars	32800000	0.6353214	245.2
GeneticCars	32801000	0	245.2
GeneticCars	32802000	1.52852	245.2
GeneticCars	32803000	0.7612751	245.2
GeneticCars	32804000	2.163314	245.2
GeneticCars	32805000	1.776319	245.2
GeneticCars	32806000	0.7623916	245.2
GeneticCars	32807000	2.286202	245.2
GeneticCars	32808000	0.3806401	245.2
GeneticCars	32809000	0.7627682	245.2
GeneticCars	32810000	0.3813838	245.2
GeneticCars	32811000	0.1270038	245.2
GeneticCars	32812000	2.036026	245.2
GeneticCars	32813000	0.6356414	245.2
GeneticCars	32814000	1.527029	245.2
GeneticCars	32815000	1.906919	245.2
GeneticCars	32816000	2.030075	245.2
GeneticCars	32817000	0.3807394	245.2
GeneticCars	32818000	1.1445	245.2
GeneticCars	32819000	2.161176	245.2
GeneticCars	32820000	1.145271	245.2
GeneticCars	32821000	0.6353276	245.2
GeneticCars	32822000	0.3815562	245.2
GeneticCars	32823000	1.271501	245.2
GeneticCars	32824000	1.144152	245.2
GeneticCars	32825000	1.271246	245.2
GeneticCars	32826000	2.537575	245.2
GeneticCars	32827000	0.8898849	245.2
GeneticCars	32828000	1.271465	245.2
GeneticCars	32829000	1.144295	245.2
GeneticCars	32830000	1.654279	245.2
GeneticCars	32831000	0.6353188	245.2
GeneticCars	32832000	0.3817541	245.2
GeneticCars	32833000	2.159066	245.2
GeneticCars	32834000	0.3817559	245.2
GeneticCars	32835000	1.521974	245.2
GeneticCars	32836000	0.5085119	245.2
GeneticCars	32837000	0.3798999	245.2
GeneticCars	32838000	1.781621	245.2
GeneticCars	32839000	2.669686	245.2
GeneticCars	32840000	0.6352443	245.2
GeneticCars	32841000	1.526195	245.2
GeneticCars	32842000	2.163288	245.2
GeneticCars	32843000	1.651937	245.2
GeneticCars	32844000	2.288292	245.2
GeneticCars	32845000	0.8903635	245.2
GeneticCars	32846000	0.5090072	245.2
GeneticCars	32847000	2.2894	245.2
GeneticCars	32848000	0.8882239	245.2
GeneticCars	32849000	2.417044	245.2
GeneticCars	32850000	0.1271274	245.2
GeneticCars	32851000	0.6356398	245.2
GeneticCars	32852000	1.90877	245.2
GeneticCars	32853000	0.8890772	245.2
GeneticCars	32854000	0.6362609	245.2
GeneticCars	32855000	1.90506	245.2
GeneticCars	32856000	0.2545045	245.2
GeneticCars	32857000	1.27128	245.2
GeneticCars	32858000	1.653981	245.2
GeneticCars	32859000	1.145052	245.2
GeneticCars	32860000	0.5090088	245.2
GeneticCars	32861000	0.3817566	245.2
GeneticCars	32862000	1.652383	245.2
GeneticCars	32863000	2.288293	245.2
GeneticCars	32864000	1.017802	245.2
GeneticCars	32865000	0.5085112	245.2
GeneticCars	32866000	0.8903897	245.2
GeneticCars	32867000	1.904475	245.2
GeneticCars	32868000	1.398888	245.2
GeneticCars	32869000	2.159051	245.2
GeneticCars	32870000	0.7630965	245.2
GeneticCars	32871000	1.397043	245.2
GeneticCars	32872000	0.1271278	245.2
GeneticCars	32873000	2.286073	245.2
GeneticCars	32874000	0.634396	245.2
GeneticCars	32875000	3.175099	245.2
GeneticCars	32876000	1.527027	245.2
GeneticCars	32877000	1.138592	245.2
GeneticCars	32878000	2.926799	245.2
GeneticCars	32879000	0.7627668	245.2
GeneticCars	32880000	1.398673	245.2
GeneticCars	32881000	1.397292	245.2
GeneticCars	32882000	0.7623582	245.2
GeneticCars	32883000	0.2540072	245.2
GeneticCars	32884000	2.798161	245.2
GeneticCars	32885000	0.6351011	245.2
GeneticCars	32886000	1.017336	245.2
GeneticCars	32887000	0.6358452	245.2
GeneticCars	32888000	0.7619858	245.2
GeneticCars	32889000	0.3812046	245.2
GeneticCars	32890000	1.399775	245.2
GeneticCars	32891000	0.8907656	245.2
GeneticCars	32892000	2.41682	245.2
GeneticCars	32893000	0.6350196	245.2
GeneticCars	32894000	1.143508	245.2
GeneticCars	32895000	0.3809229	245.2
GeneticCars	32896000	1.267566	245.2
GeneticCars	32897000	0.7620523	245.2
GeneticCars	32898000	1.27004	245.2
GeneticCars	32899000	1.394949	245.2
GeneticCars	32900000	1.397045	245.2
GeneticCars	32901000	0.8894222	245.2
GeneticCars	32902000	1.017023	245.2
