Process Name	Seconds(ms)	CPU(%)	Memory(MB)
GeneticCars	18544000	1.779791	245.21
GeneticCars	18545000	1.90506	245.21
GeneticCars	18546000	1.524047	245.21
GeneticCars	18547000	0.3802699	245.21
GeneticCars	18548000	1.90692	245.21
GeneticCars	18549000	0.508016	245.21
GeneticCars	18550000	0.2542558	245.21
GeneticCars	18551000	0.254256	245.21
GeneticCars	18552000	0.8907394	245.21
GeneticCars	18553000	2.032059	245.21
GeneticCars	18554000	1.400358	245.21
GeneticCars	18555000	0.7620237	245.21
GeneticCars	18556000	0.1271025	245.21
GeneticCars	18557000	1.780347	245.21
GeneticCars	18558000	2.162507	245.21
GeneticCars	18559000	0.5085119	245.21
GeneticCars	18560000	2.286035	245.21
GeneticCars	18561000	3.180908	245.21
GeneticCars	18562000	0.8903892	245.21
GeneticCars	18563000	1.525535	245.21
GeneticCars	18564000	1.270763	245.21
GeneticCars	18565000	0.1271276	245.21
GeneticCars	18566000	0.6353075	245.21
GeneticCars	18567000	0.7622526	245.21
GeneticCars	18568000	0.381384	245.21
GeneticCars	18569000	1.144152	245.21
GeneticCars	18570000	1.398393	245.21
GeneticCars	18571000	0.7633312	245.21
GeneticCars	18572000	1.27128	245.21
GeneticCars	18573000	2.281618	245.21
GeneticCars	18574000	0.6349079	245.21
GeneticCars	18575000	3.68671	245.21
GeneticCars	18576000	1.399775	245.21
GeneticCars	18577000	2.032993	245.21
GeneticCars	18578000	1.650214	245.21
GeneticCars	18579000	0.8898955	245.21
GeneticCars	18580000	0.6356302	245.21
GeneticCars	18581000	1.651824	245.21
GeneticCars	18582000	0.8898963	245.21
GeneticCars	18583000	0.3813525	245.21
GeneticCars	18584000	0.635634	245.21
GeneticCars	18585000	0.6356397	245.21
GeneticCars	18586000	1.272521	245.21
GeneticCars	18587000	2.286072	245.21
GeneticCars	18588000	1.016911	245.21
GeneticCars	18589000	0.8896533	245.21
GeneticCars	18590000	0.5085117	245.21
GeneticCars	18591000	2.034049	245.21
GeneticCars	18592000	1.018018	245.21
GeneticCars	18593000	0.1271274	245.21
GeneticCars	18594000	0.6356397	245.21
GeneticCars	18595000	0.6354615	245.21
GeneticCars	18596000	0.2546094	245.21
GeneticCars	18597000	1.016032	245.21
GeneticCars	18598000	1.14443	245.21
GeneticCars	18599000	1.395682	245.21
GeneticCars	18600000	1.016032	245.21
GeneticCars	18601000	1.522563	245.21
GeneticCars	18602000	2.035852	245.21
GeneticCars	18603000	0.5082457	245.21
GeneticCars	18604000	1.146391	245.21
GeneticCars	18605000	0.7620236	245.21
GeneticCars	18606000	0.8899751	245.21
GeneticCars	18607000	0.8894385	245.21
GeneticCars	18608000	0.6353713	245.21
GeneticCars	18609000	2.799551	245.21
GeneticCars	18610000	1.779789	245.21
GeneticCars	18611000	0.1270565	245.21
GeneticCars	18612000	1.780607	245.21
GeneticCars	18613000	0.6356373	245.21
GeneticCars	18614000	2.034809	245.21
GeneticCars	18615000	1.652664	245.21
GeneticCars	18616000	0.2543724	245.21
GeneticCars	18617000	1.144148	245.21
GeneticCars	18618000	0.2543726	245.21
GeneticCars	18619000	1.651051	245.21
GeneticCars	18620000	0.1272523	245.21
GeneticCars	18621000	0.5082579	245.21
GeneticCars	18622000	0.8902228	245.21
GeneticCars	18623000	0.127084	245.21
GeneticCars	18624000	0.8902571	245.21
GeneticCars	18625000	0.8895602	245.21
GeneticCars	18626000	0.8884413	245.21
GeneticCars	18627000	0.7598684	245.21
GeneticCars	18628000	1.646227	245.21
GeneticCars	18629000	0.381164	245.21
GeneticCars	18630000	1.65428	245.21
GeneticCars	18631000	0.6353078	245.21
GeneticCars	18632000	1.271875	245.21
GeneticCars	18633000	0.762768	245.21
GeneticCars	18634000	0.381384	245.21
GeneticCars	18635000	1.271952	245.21
GeneticCars	18636000	0.7630894	245.21
GeneticCars	18637000	0.8885701	245.21
GeneticCars	18638000	1.018017	245.21
GeneticCars	18639000	1.144154	245.21
GeneticCars	18640000	0.7632041	245.21
GeneticCars	18641000	1.779792	245.21
GeneticCars	18642000	1.27128	245.2
GeneticCars	18643000	0	245.2
GeneticCars	18644000	0.5087184	245.2
GeneticCars	18645000	1.526246	245.2
GeneticCars	18646000	1.143588	245.2
GeneticCars	18647000	1.016032	245.2
GeneticCars	18648000	0.5075207	245.2
GeneticCars	18649000	0.7612801	245.2
GeneticCars	18650000	0.7631127	245.2
GeneticCars	18651000	0.8898399	245.2
GeneticCars	18652000	1.649941	245.2
GeneticCars	18653000	3.302103	245.2
GeneticCars	18654000	2.16315	245.2
GeneticCars	18655000	1.016032	245.2
GeneticCars	18656000	3.312645	245.2
GeneticCars	18657000	2.414761	245.2
GeneticCars	18658000	0.5073839	245.2
GeneticCars	18659000	1.903201	245.2
GeneticCars	18660000	0.6342205	245.2
GeneticCars	18661000	4.826154	245.21
GeneticCars	18662000	0.254256	245.21
GeneticCars	18663000	4.446966	245.21
GeneticCars	18664000	0.381384	245.21
GeneticCars	18665000	0.5082094	245.21
GeneticCars	18666000	1.528521	245.21
GeneticCars	18667000	0.8890271	245.21
GeneticCars	18668000	0.5069969	245.21
GeneticCars	18669000	0.3810118	245.21
GeneticCars	18670000	0.1272435	245.21
GeneticCars	18671000	0.6340809	245.21
GeneticCars	18672000	0.5069765	245.21
GeneticCars	18673000	0.5084074	245.21
GeneticCars	18674000	0.7637593	245.21
GeneticCars	18675000	0.8889206	245.21
GeneticCars	18676000	1.65484	245.21
GeneticCars	18677000	0.6351934	245.21
GeneticCars	18678000	1.778055	245.21
GeneticCars	18679000	0.5082524	245.21
GeneticCars	18680000	0.6356391	245.21
GeneticCars	18681000	0.3813836	245.21
GeneticCars	18682000	0.6354658	245.21
GeneticCars	18683000	1.143544	245.21
GeneticCars	18684000	0.7626255	245.21
GeneticCars	18685000	0.6356398	245.21
GeneticCars	18686000	0.3813839	245.21
GeneticCars	18687000	0.3813832	245.21
GeneticCars	18688000	0.5080168	245.21
GeneticCars	18689000	2.665192	245.21
GeneticCars	18690000	0.7623944	245.21
GeneticCars	18691000	1.39937	245.21
GeneticCars	18692000	1.017024	245.21
GeneticCars	18693000	0	245.21
GeneticCars	18694000	0.5080154	245.21
GeneticCars	18695000	2.152784	245.21
GeneticCars	18696000	1.139294	245.21
GeneticCars	18697000	1.016032	245.21
GeneticCars	18698000	1.142884	245.21
GeneticCars	18699000	1.394042	245.21
GeneticCars	18700000	0.5065317	245.21
GeneticCars	18701000	2.159867	245.21
GeneticCars	18702000	0.2541182	245.21
GeneticCars	18703000	1.777802	245.21
GeneticCars	18704000	0.5085121	245.21
GeneticCars	18705000	2.415233	245.21
GeneticCars	18706000	0.3813845	245.21
GeneticCars	18707000	0.635019	245.21
GeneticCars	18708000	3.17655	245.21
GeneticCars	18709000	0.8898945	245.21
GeneticCars	18710000	1.398251	245.21
GeneticCars	18711000	0.3813839	245.21
GeneticCars	18712000	1.018015	245.21
GeneticCars	18713000	0.5080159	245.21
GeneticCars	18714000	0.7623755	245.21
GeneticCars	18715000	0.8881658	245.21
GeneticCars	18716000	1.653154	245.21
GeneticCars	18717000	0.8885131	245.21
GeneticCars	18718000	0.3815438	245.21
GeneticCars	18719000	1.016877	245.21
GeneticCars	18720000	0.5085123	245.21
GeneticCars	18721000	0.6359336	245.21
GeneticCars	18722000	0	245.21
GeneticCars	18723000	0.3808736	245.21
GeneticCars	18724000	0.7623268	245.21
GeneticCars	18725000	1.651052	245.21
GeneticCars	18726000	1.399067	245.21
GeneticCars	18727000	1.905974	245.21
GeneticCars	18728000	0.7625461	245.21
GeneticCars	18729000	2.034039	245.21
GeneticCars	18730000	1.7791	245.21
GeneticCars	18731000	1.906869	245.21
GeneticCars	18732000	0.5090089	245.21
GeneticCars	18733000	0.6356071	245.21
GeneticCars	18734000	0.635603	245.21
GeneticCars	18735000	0.7612811	245.21
GeneticCars	18736000	0.8898959	245.21
GeneticCars	18737000	1.649627	245.21
GeneticCars	18738000	0.7607684	245.21
GeneticCars	18739000	0.6336926	245.21
GeneticCars	18740000	1.144026	245.21
GeneticCars	18741000	0.8859485	245.21
GeneticCars	18742000	0.6362613	245.21
GeneticCars	18743000	1.267862	245.21
GeneticCars	18744000	0.8893941	245.21
GeneticCars	18745000	0.6356399	245.21
GeneticCars	18746000	1.27182	245.21
GeneticCars	18747000	0.8898959	245.21
GeneticCars	18748000	2.160094	245.21
GeneticCars	18749000	1.143031	245.21
GeneticCars	18750000	1.3977	245.21
GeneticCars	18751000	1.3981	245.21
GeneticCars	18752000	0.508512	245.21
GeneticCars	18753000	2.156963	245.21
GeneticCars	18754000	0.6350197	245.21
GeneticCars	18755000	2.792524	245.21
GeneticCars	18756000	0.3815849	245.21
GeneticCars	18757000	0.7620237	245.21
GeneticCars	18758000	0.2537911	245.21
GeneticCars	18759000	1.14081	245.21
GeneticCars	18760000	0	245.21
GeneticCars	18761000	0.8890276	245.21
GeneticCars	18762000	1.270635	245.21
GeneticCars	18763000	2.157707	245.21
GeneticCars	18764000	1.525536	245.21
GeneticCars	18765000	1.142876	245.21
GeneticCars	18766000	2.92222	245.21
GeneticCars	18767000	1.778786	245.21
GeneticCars	18768000	2.032888	245.21
GeneticCars	18769000	0.6356586	245.21
GeneticCars	18770000	2.538663	245.21
GeneticCars	18771000	1.143036	245.21
GeneticCars	18772000	1.395681	245.21
GeneticCars	18773000	1.392911	245.21
GeneticCars	18774000	0.7625999	245.21
GeneticCars	18775000	0.5083593	245.21
GeneticCars	18776000	0.254256	245.21
GeneticCars	18777000	1.271279	245.21
GeneticCars	18778000	0.8898957	245.21
GeneticCars	18779000	1.013901	245.21
GeneticCars	18780000	0.7606217	245.21
GeneticCars	18781000	0.7605305	245.21
GeneticCars	18782000	0.8890262	245.21
GeneticCars	18783000	0.7616434	245.21
GeneticCars	18784000	1.016935	245.21
GeneticCars	18785000	0.7615185	245.21
GeneticCars	18786000	0.5082548	245.21
GeneticCars	18787000	3.938822	245.21
GeneticCars	18788000	1.524047	245.21
GeneticCars	18789000	2.5411	245.21
GeneticCars	18790000	1.654279	245.21
GeneticCars	18791000	1.016546	245.21
GeneticCars	18792000	2.415432	245.21
GeneticCars	18793000	0.2542559	245.21
GeneticCars	18794000	0.6353878	245.21
GeneticCars	18795000	1.78035	245.21
GeneticCars	18796000	1.395707	245.21
GeneticCars	18797000	0.6347355	245.21
GeneticCars	18798000	0.2540079	245.21
GeneticCars	18799000	0.2537602	245.21
GeneticCars	18800000	0.6356401	245.21
GeneticCars	18801000	2.669514	245.21
GeneticCars	18802000	0.8898959	245.21
GeneticCars	18803000	1.397043	245.21
GeneticCars	18804000	0.2542561	245.21
GeneticCars	18805000	0.6350198	245.21
GeneticCars	18806000	0.7627063	245.21
GeneticCars	18807000	1.522562	245.21
GeneticCars	18808000	0.7610242	245.21
GeneticCars	18809000	0.5074941	245.21
GeneticCars	18810000	1.270752	245.21
GeneticCars	18811000	1.143035	245.21
GeneticCars	18812000	1.525536	245.21
GeneticCars	18813000	1.905926	245.21
GeneticCars	18814000	0.63564	245.21
GeneticCars	18815000	1.652664	245.21
GeneticCars	18816000	1.398111	245.21
GeneticCars	18817000	2.410866	245.21
GeneticCars	18818000	1.522563	245.21
GeneticCars	18819000	0.8881612	245.21
GeneticCars	18820000	0.6358482	245.21
GeneticCars	18821000	0.6353023	245.21
GeneticCars	18822000	3.051071	245.21
GeneticCars	18823000	0.8897235	245.21
GeneticCars	18824000	1.016032	245.21
GeneticCars	18825000	2.034045	245.21
GeneticCars	18826000	0.2541497	245.21
GeneticCars	18827000	1.141918	245.21
GeneticCars	18828000	1.90282	245.21
GeneticCars	18829000	1.270039	245.21
GeneticCars	18830000	0.5081453	245.21
GeneticCars	18831000	2.161977	245.21
GeneticCars	18832000	0.7627018	245.21
GeneticCars	18833000	0.7620237	245.21
GeneticCars	18834000	0.1269546	245.21
GeneticCars	18835000	0.3806403	245.21
GeneticCars	18836000	1.650943	245.21
GeneticCars	18837000	0.7624881	245.21
GeneticCars	18838000	1.017018	245.21
GeneticCars	18839000	2.287278	245.21
GeneticCars	18840000	1.652651	245.21
GeneticCars	18841000	1.778895	245.21
GeneticCars	18842000	2.413964	245.21
GeneticCars	18843000	2.161175	245.21
GeneticCars	18844000	1.016367	245.21
GeneticCars	18845000	1.652664	245.21
GeneticCars	18846000	2.032749	245.21
GeneticCars	18847000	0.3809719	245.21
GeneticCars	18848000	3.306696	245.21
GeneticCars	18849000	0.2538538	245.21
GeneticCars	18850000	1.903203	245.21
GeneticCars	18851000	1.015831	245.21
GeneticCars	18852000	1.267536	245.21
GeneticCars	18853000	0.2542554	245.21
GeneticCars	18854000	0.8894618	245.21
GeneticCars	18855000	2.031457	245.21
GeneticCars	18856000	0.8887965	245.21
GeneticCars	18857000	2.030969	245.21
GeneticCars	18858000	2.031065	245.21
GeneticCars	18859000	0.7602625	245.21
GeneticCars	18860000	0.6346688	245.21
GeneticCars	18861000	1.397044	245.21
GeneticCars	18862000	0.7622655	245.21
GeneticCars	18863000	0	245.21
GeneticCars	18864000	1.271378	245.21
GeneticCars	18865000	2.796371	245.21
GeneticCars	18866000	0.7627643	245.21
GeneticCars	18867000	3.292467	245.21
GeneticCars	18868000	1.016031	245.21
GeneticCars	18869000	1.652662	245.21
GeneticCars	18870000	1.652665	245.21
GeneticCars	18871000	0.8894086	245.21
GeneticCars	18872000	1.143036	245.21
GeneticCars	18873000	1.143036	245.21
GeneticCars	18874000	0.63564	245.21
GeneticCars	18875000	0.6350195	245.21
GeneticCars	18876000	0.1271139	245.21
GeneticCars	18877000	1.905705	245.21
GeneticCars	18878000	2.163287	245.21
GeneticCars	18879000	2.663071	245.21
GeneticCars	18880000	0.7619383	245.21
GeneticCars	18881000	0.6344004	245.21
GeneticCars	18882000	3.683892	245.21
GeneticCars	18883000	1.397042	245.21
GeneticCars	18884000	0.6350197	245.21
GeneticCars	18885000	0.3813832	245.21
GeneticCars	18886000	1.143643	245.21
GeneticCars	18887000	1.525352	245.21
GeneticCars	18888000	2.284902	245.21
GeneticCars	18889000	0.88853	245.21
GeneticCars	18890000	1.906919	245.21
GeneticCars	18891000	3.175099	245.21
GeneticCars	18892000	0.2541968	245.21
GeneticCars	18893000	2.286072	245.21
GeneticCars	18894000	0.7627676	245.21
GeneticCars	18895000	0.8898965	245.21
GeneticCars	18896000	1.65204	245.21
GeneticCars	18897000	0.6356398	245.21
GeneticCars	18898000	1.14527	245.21
GeneticCars	18899000	0.6349527	245.21
GeneticCars	18900000	0.8890162	245.21
GeneticCars	18901000	0.6357906	245.21
GeneticCars	18902000	0.2541067	245.21
GeneticCars	18903000	2.284745	245.2
GeneticCars	18904000	2.286018	245.2
GeneticCars	18905000	0.5077389	245.2
GeneticCars	18906000	1.141919	245.2
GeneticCars	18907000	0.2531392	245.2
GeneticCars	18908000	1.143037	245.2
GeneticCars	18909000	2.032158	245.2
GeneticCars	18910000	0.253753	245.2
GeneticCars	18911000	0.5080159	245.2
GeneticCars	18912000	1.39839	245.2
GeneticCars	18913000	0.6350198	245.2
GeneticCars	18914000	0.5082659	245.2
GeneticCars	18915000	0.889942	245.2
GeneticCars	18916000	0.8902685	245.2
GeneticCars	18917000	0	245.2
GeneticCars	18918000	0.2543057	245.2
GeneticCars	18919000	0.8894501	245.2
GeneticCars	18920000	1.272457	245.2
GeneticCars	18921000	0.2540935	245.2
GeneticCars	18922000	0.3813799	245.2
GeneticCars	18923000	0.8888016	245.2
GeneticCars	18924000	1.65278	245.21
GeneticCars	18925000	0.50851	245.21
GeneticCars	18926000	0.7620242	245.21
GeneticCars	18927000	0	245.21
GeneticCars	18928000	0.507035	245.21
GeneticCars	18929000	0.5080543	245.21
GeneticCars	18930000	2.035001	245.21
GeneticCars	18931000	2.542559	245.21
GeneticCars	18932000	1.018113	245.21
GeneticCars	18933000	0.8897974	245.21
GeneticCars	18934000	2.160884	245.21
GeneticCars	18935000	2.665438	245.21
GeneticCars	18936000	1.270041	245.21
GeneticCars	18937000	1.143954	245.21
GeneticCars	18938000	0.6356398	245.21
GeneticCars	18939000	2.031518	245.21
GeneticCars	18940000	3.178202	245.21
GeneticCars	18941000	0.127128	245.21
GeneticCars	18942000	0.6362168	245.21
GeneticCars	18943000	1.016041	245.21
GeneticCars	18944000	0.5084264	245.21
GeneticCars	18945000	0.507875	245.21
GeneticCars	18946000	0.8898954	245.21
GeneticCars	18947000	0.3806406	245.21
GeneticCars	18948000	1.778057	245.21
GeneticCars	18949000	0.7610428	245.21
GeneticCars	18950000	1.015041	245.21
GeneticCars	18951000	0.3810119	245.21
GeneticCars	18952000	1.779943	245.21
GeneticCars	18953000	0.508016	245.21
GeneticCars	18954000	2.667082	245.21
GeneticCars	18955000	0.6355681	245.21
GeneticCars	18956000	1.016031	245.21
GeneticCars	18957000	1.14278	245.21
GeneticCars	18958000	1.018081	245.21
GeneticCars	18959000	2.161174	245.21
GeneticCars	18960000	0.5086079	245.21
GeneticCars	18961000	0.7623808	245.21
GeneticCars	18962000	1.144125	245.21
GeneticCars	18963000	2.917801	244.56
GeneticCars	18964000	0.3815691	244.56
GeneticCars	18965000	0.8896822	244.89
GeneticCars	18966000	0.3816888	244.89
GeneticCars	18967000	1.272523	245.14
GeneticCars	18968000	0.3813839	245.14
GeneticCars	18969000	2.03218	245.14
GeneticCars	18970000	0.2544403	245.14
GeneticCars	18971000	1.27128	245.14
GeneticCars	18972000	1.397043	245.14
GeneticCars	18973000	2.669689	245.14
GeneticCars	18974000	0.8890281	245.14
GeneticCars	18975000	1.905058	245.14
GeneticCars	18976000	1.778056	245.21
GeneticCars	18977000	1.652598	245.21
GeneticCars	18978000	1.015575	245.21
GeneticCars	18979000	0.3797863	245.21
GeneticCars	18980000	0.5077695	245.21
GeneticCars	18981000	2.66516	245.21
GeneticCars	18982000	0.8898955	245.21
GeneticCars	18983000	1.90769	245.21
GeneticCars	18984000	2.288304	245.21
GeneticCars	18985000	0.3813839	245.21
GeneticCars	18986000	1.524047	245.21
GeneticCars	18987000	1.144093	245.21
GeneticCars	18988000	0.7616383	245.21
GeneticCars	18989000	0.2539607	245.21
GeneticCars	18990000	1.018018	245.21
GeneticCars	18991000	0.5082541	245.21
GeneticCars	18992000	2.286071	245.21
GeneticCars	18993000	0.635616	245.21
GeneticCars	18994000	1.653205	245.21
GeneticCars	18995000	0.6354787	245.21
GeneticCars	18996000	0.5085106	245.21
GeneticCars	18997000	0.5088322	245.21
GeneticCars	18998000	1.018018	245.21
GeneticCars	18999000	0.5085758	245.21
GeneticCars	19000000	0.2541166	245.21
GeneticCars	19001000	0.5080157	245.21
GeneticCars	19002000	0.7624803	245.21
GeneticCars	19003000	1.900457	245.21
GeneticCars	19004000	1.398843	245.21
GeneticCars	19005000	1.905521	245.23
GeneticCars	19006000	1.017074	245.23
GeneticCars	19007000	0.7625186	245.23
GeneticCars	19008000	0.6364852	245.23
GeneticCars	19009000	1.649442	245.23
GeneticCars	19010000	0.5087326	245.23
GeneticCars	19011000	0.2539333	245.23
GeneticCars	19012000	0.6356398	245.23
GeneticCars	19013000	0.2542551	245.23
GeneticCars	19014000	0.6356399	245.23
GeneticCars	19015000	0.7623529	245.23
GeneticCars	19016000	0.63564	245.23
GeneticCars	19017000	0.8898476	245.23
GeneticCars	19018000	3.05092	245.23
GeneticCars	19019000	3.175099	245.23
GeneticCars	19020000	0.1271619	245.23
GeneticCars	19021000	1.524647	245.23
GeneticCars	19022000	0.6363428	245.23
GeneticCars	19023000	2.28607	245.23
GeneticCars	19024000	0.5087083	245.23
GeneticCars	19025000	0.8899229	245.23
GeneticCars	19026000	0.6362613	245.23
GeneticCars	19027000	0	245.23
GeneticCars	19028000	1.649442	245.23
GeneticCars	19029000	0.6331668	245.23
GeneticCars	19030000	3.17926	245.23
GeneticCars	19031000	0.7628763	245.23
GeneticCars	19032000	2.036029	245.23
GeneticCars	19033000	0.7618091	245.23
GeneticCars	19034000	0.5085745	245.23
GeneticCars	19035000	2.921091	245.23
GeneticCars	19036000	1.398408	245.23
GeneticCars	19037000	2.03299	245.23
GeneticCars	19038000	0.2543505	245.23
GeneticCars	19039000	1.651896	245.23
GeneticCars	19040000	1.90692	245.23
GeneticCars	19041000	1.905094	245.23
GeneticCars	19042000	0.3813839	245.23
GeneticCars	19043000	1.142819	245.23
GeneticCars	19044000	1.780225	245.23
GeneticCars	19045000	1.143183	245.23
GeneticCars	19046000	0.8892257	245.23
GeneticCars	19047000	1.016004	245.23
GeneticCars	19048000	0.7638638	245.23
GeneticCars	19049000	0.762768	245.23
GeneticCars	19050000	2.288089	245.23
GeneticCars	19051000	1.011957	245.24
GeneticCars	19052000	1.904005	245.24
GeneticCars	19053000	1.015951	245.24
GeneticCars	19054000	3.302107	245.24
GeneticCars	19055000	1.270384	245.24
GeneticCars	19056000	0.5085102	245.24
GeneticCars	19057000	1.143365	245.24
GeneticCars	19058000	0.2542559	245.24
GeneticCars	19059000	2.794087	245.24
GeneticCars	19060000	0.3809948	245.24
GeneticCars	19061000	3.04216	245.24
GeneticCars	19062000	0.6362612	245.24
GeneticCars	19063000	2.285064	245.24
GeneticCars	19064000	0.5086163	245.24
GeneticCars	19065000	1.142838	245.24
GeneticCars	19066000	1.144152	245.24
GeneticCars	19067000	1.778071	245.24
GeneticCars	19068000	1.652526	245.24
GeneticCars	19069000	1.016031	245.24
GeneticCars	19070000	1.397699	245.24
GeneticCars	19071000	0.6346934	245.24
GeneticCars	19072000	1.524047	245.24
GeneticCars	19073000	1.649187	245.24
GeneticCars	19074000	1.651052	245.24
GeneticCars	19075000	0.7616066	245.24
GeneticCars	19076000	1.906919	245.24
GeneticCars	19077000	1.524028	245.24
GeneticCars	19078000	0.5080158	245.24
GeneticCars	19079000	1.90407	245.24
GeneticCars	19080000	0.5080688	245.24
GeneticCars	19081000	0.3810119	245.24
GeneticCars	19082000	0.6353021	245.24
GeneticCars	19083000	1.1426	245.24
GeneticCars	19084000	0.7627682	245.24
GeneticCars	19085000	0.7622287	245.24
GeneticCars	19086000	1.65312	245.24
GeneticCars	19087000	0.5080158	245.24
GeneticCars	19088000	1.525536	245.24
GeneticCars	19089000	1.01513	245.24
GeneticCars	19090000	0.761281	245.24
GeneticCars	19091000	1.397044	245.24
GeneticCars	19092000	1.144522	245.24
GeneticCars	19093000	1.650797	245.24
GeneticCars	19094000	0.5087115	245.24
GeneticCars	19095000	0.5085117	245.24
GeneticCars	19096000	0.3806406	245.24
GeneticCars	19097000	0.8874628	245.24
GeneticCars	19098000	1.65107	245.24
GeneticCars	19099000	0.5070265	245.22
GeneticCars	19100000	0.8877102	245.23
GeneticCars	19101000	0.3790926	245.23
GeneticCars	19102000	0.1272268	245.23
GeneticCars	19103000	0.5080158	245.23
GeneticCars	19104000	2.032063	245.23
GeneticCars	19105000	0.5080159	245.23
GeneticCars	19106000	1.778054	245.23
GeneticCars	19107000	0.508512	245.23
GeneticCars	19108000	0.8890276	245.23
GeneticCars	19109000	1.773384	245.23
GeneticCars	19110000	2.543085	245.23
GeneticCars	19111000	1.27004	245.23
GeneticCars	19112000	2.03405	245.23
GeneticCars	19113000	0.3806402	245.23
GeneticCars	19114000	0.5085082	245.23
GeneticCars	19115000	2.287579	245.23
GeneticCars	19116000	0.5079334	245.23
GeneticCars	19117000	0.8882608	245.23
GeneticCars	19118000	0.381545	245.23
GeneticCars	19119000	0.889407	245.23
GeneticCars	19120000	0.3809842	245.23
GeneticCars	19121000	0.6350198	245.23
GeneticCars	19122000	1.648985	245.23
GeneticCars	19123000	1.13924	245.23
GeneticCars	19124000	1.905785	245.23
GeneticCars	19125000	0.8895202	245.23
GeneticCars	19126000	2.668293	245.23
GeneticCars	19127000	1.397039	245.23
GeneticCars	19128000	2.034914	245.23
GeneticCars	19129000	0.508512	245.23
GeneticCars	19130000	0.6351618	245.23
GeneticCars	19131000	0.8893827	245.23
GeneticCars	19132000	0.7628333	245.23
GeneticCars	19133000	2.542552	245.23
GeneticCars	19134000	0.8911195	245.23
GeneticCars	19135000	0.8881609	245.23
GeneticCars	19136000	1.908313	245.23
GeneticCars	19137000	0.5075698	245.23
GeneticCars	19138000	0.5082235	245.23
GeneticCars	19139000	1.143228	245.23
GeneticCars	19140000	0.1268815	245.23
GeneticCars	19141000	2.667083	245.23
GeneticCars	19142000	1.524771	245.23
GeneticCars	19143000	1.39704	245.23
GeneticCars	19144000	1.015472	245.23
GeneticCars	19145000	0.7620242	245.23
GeneticCars	19146000	1.392962	245.23
GeneticCars	19147000	0.8893479	245.23
GeneticCars	19148000	1.650209	245.23
GeneticCars	19149000	1.651122	245.23
GeneticCars	19150000	1.272774	245.23
GeneticCars	19151000	0.6353162	245.23
GeneticCars	19152000	0.634934	245.23
GeneticCars	19153000	2.794654	245.23
GeneticCars	19154000	0.5082549	245.23
GeneticCars	19155000	1.396012	245.23
GeneticCars	19156000	0.6356399	245.23
GeneticCars	19157000	0.3813838	245.23
GeneticCars	19158000	0.8889203	245.23
GeneticCars	19159000	1.902743	245.23
GeneticCars	19160000	0.6356185	245.23
GeneticCars	19161000	1.522776	245.23
GeneticCars	19162000	0.254256	245.23
GeneticCars	19163000	1.904126	245.23
GeneticCars	19164000	2.029886	245.23
GeneticCars	19165000	0.7583683	245.23
GeneticCars	19166000	2.160005	245.23
GeneticCars	19167000	1.268874	245.23
GeneticCars	19168000	0.7624322	245.23
GeneticCars	19169000	1.014732	245.23
GeneticCars	19170000	1.651833	245.23
GeneticCars	19171000	0.3811965	245.23
GeneticCars	19172000	1.779788	245.23
GeneticCars	19173000	0.6334335	245.23
GeneticCars	19174000	3.17923	245.23
GeneticCars	19175000	0.3806397	245.23
GeneticCars	19176000	2.161369	245.23
GeneticCars	19177000	0.5078402	245.23
GeneticCars	19178000	0.1271497	245.23
GeneticCars	19179000	1.142302	245.23
GeneticCars	19180000	0.7628282	245.23
GeneticCars	19181000	1.519675	245.23
GeneticCars	19182000	1.906299	245.23
GeneticCars	19183000	1.015941	245.23
GeneticCars	19184000	1.90692	245.23
GeneticCars	19185000	0.6347727	245.23
GeneticCars	19186000	1.269051	245.23
GeneticCars	19187000	0.5080158	245.23
GeneticCars	19188000	1.52108	245.23
GeneticCars	19189000	0.7610405	245.23
GeneticCars	19190000	1.14287	245.23
GeneticCars	19191000	0.8881607	245.23
GeneticCars	19192000	1.906921	245.23
GeneticCars	19193000	0.3813838	245.23
GeneticCars	19194000	1.144692	245.23
GeneticCars	19195000	1.779235	245.23
GeneticCars	19196000	2.034942	245.23
GeneticCars	19197000	0.5084441	245.23
GeneticCars	19198000	0.6367423	245.23
GeneticCars	19199000	0.381012	245.23
GeneticCars	19200000	1.907304	245.23
GeneticCars	19201000	0.7624713	245.23
GeneticCars	19202000	3.181475	245.23
GeneticCars	19203000	0.2540077	245.23
GeneticCars	19204000	1.270277	245.23
GeneticCars	19205000	1.14527	245.23
GeneticCars	19206000	0.2545046	245.23
GeneticCars	19207000	0.2540764	245.23
GeneticCars	19208000	1.017043	245.23
GeneticCars	19209000	0.6356082	245.23
GeneticCars	19210000	1.015142	245.23
GeneticCars	19211000	1.651501	245.23
GeneticCars	19212000	0.2537602	245.23
GeneticCars	19213000	0.508512	245.23
GeneticCars	19214000	1.14357	245.23
GeneticCars	19215000	0.1270633	245.23
GeneticCars	19216000	0.8898953	245.23
GeneticCars	19217000	0.127128	245.23
GeneticCars	19218000	0.5085117	245.23
GeneticCars	19219000	0.2539714	245.23
GeneticCars	19220000	0.8889366	245.23
GeneticCars	19221000	0.127128	245.23
GeneticCars	19222000	1.143036	245.23
GeneticCars	19223000	2.286063	245.23
GeneticCars	19224000	0.5082749	245.23
GeneticCars	19225000	2.034049	245.23
GeneticCars	19226000	1.910026	245.23
GeneticCars	19227000	0.6351669	245.23
